#primaryIdentifier	secondaryIdentifier	type	chromosome	start	end
BARCSOYSSR_10_0770		potential_SSR	Gm10	17439898	17439962
BARCSOYSSR_10_0771		potential_SSR	Gm10	17465021	17465080
BARCSOYSSR_10_0772		potential_SSR	Gm10	17519639	17519662
BARCSOYSSR_10_0773		potential_SSR	Gm10	18095492	18095515
BARCSOYSSR_10_0774		potential_SSR	Gm10	18124707	18124726
BARCSOYSSR_10_0775		potential_SSR	Gm10	18140096	18140123
BARCSOYSSR_10_0777		potential_SSR	Gm10	18165070	18165091
BARCSOYSSR_10_0778		potential_SSR	Gm10	18166254	18166299
BARCSOYSSR_10_0779		potential_SSR	Gm10	18186885	18186932
BARCSOYSSR_10_0780		potential_SSR	Gm10	18276048	18276083
BARCSOYSSR_10_0781		potential_SSR	Gm10	18315491	18315530
BARCSOYSSR_10_0782		potential_SSR	Gm10	18326467	18326510
BARCSOYSSR_10_0783		potential_SSR	Gm10	18336845	18336868
BARCSOYSSR_10_0784		potential_SSR	Gm10	18349655	18349704
BARCSOYSSR_10_0785		potential_SSR	Gm10	18380305	18380356
BARCSOYSSR_10_0786		potential_SSR	Gm10	18392240	18392293
BARCSOYSSR_10_0787		potential_SSR	Gm10	18408226	18408267
BARCSOYSSR_10_0788		potential_SSR	Gm10	18473954	18474003
BARCSOYSSR_10_0789		potential_SSR	Gm10	28817230	28817255
BARCSOYSSR_10_0790		potential_SSR	Gm10	28916631	28916684
BARCSOYSSR_10_0791		potential_SSR	Gm10	28921451	28921508
BARCSOYSSR_10_0792		potential_SSR	Gm10	28937520	28937589
BARCSOYSSR_10_0793		potential_SSR	Gm10	29073512	29073541
BARCSOYSSR_10_0794		potential_SSR	Gm10	29078564	29078609
BARCSOYSSR_10_0795		potential_SSR	Gm10	29132547	29132586
BARCSOYSSR_10_0796		potential_SSR	Gm10	29217377	29217447
BARCSOYSSR_10_0797		potential_SSR	Gm10	29259313	29259362
BARCSOYSSR_10_0798		potential_SSR	Gm10	29276861	29276908
BARCSOYSSR_10_0799		potential_SSR	Gm10	29277154	29277179
BARCSOYSSR_10_0800		SSR	Gm10	29427604	29427651
BARCSOYSSR_10_0801		potential_SSR	Gm10	29441433	29441486
BARCSOYSSR_10_0802		potential_SSR	Gm10	29473759	29473792
BARCSOYSSR_10_0803		potential_SSR	Gm10	29478145	29478166
BARCSOYSSR_10_0804		SSR	Gm10	29480142	29480183
BARCSOYSSR_10_0805		potential_SSR	Gm10	29483574	29483621
BARCSOYSSR_10_0806		potential_SSR	Gm10	29506165	29506184
BARCSOYSSR_10_0807		potential_SSR	Gm10	29643595	29643626
BARCSOYSSR_10_0808		potential_SSR	Gm10	29655247	29655273
BARCSOYSSR_10_0809		potential_SSR	Gm10	29925986	29926007
BARCSOYSSR_10_0810		potential_SSR	Gm10	29960971	29961070
BARCSOYSSR_10_0811		potential_SSR	Gm10	29961009	29961070
BARCSOYSSR_10_0812		potential_SSR	Gm10	29964251	29964292
BARCSOYSSR_10_0813		potential_SSR	Gm10	30108226	30108249
BARCSOYSSR_10_0814		potential_SSR	Gm10	30156325	30156375
BARCSOYSSR_10_0815		potential_SSR	Gm10	30201048	30201143
BARCSOYSSR_10_0816		potential_SSR	Gm10	30331939	30332019
BARCSOYSSR_10_0817		potential_SSR	Gm10	30362605	30362656
BARCSOYSSR_10_0818		potential_SSR	Gm10	30381213	30381232
BARCSOYSSR_10_0819		SSR	Gm10	30401163	30401255
BARCSOYSSR_10_0820		potential_SSR	Gm10	30420681	30420720
BARCSOYSSR_10_0821		potential_SSR	Gm10	30458435	30458456
BARCSOYSSR_10_0822		potential_SSR	Gm10	30487696	30487715
BARCSOYSSR_10_0823		potential_SSR	Gm10	30533447	30533472
BARCSOYSSR_10_0824		potential_SSR	Gm10	30597442	30597507
BARCSOYSSR_10_0825		potential_SSR	Gm10	30682889	30682908
BARCSOYSSR_10_0826		potential_SSR	Gm10	30869569	30869598
BARCSOYSSR_10_0827		potential_SSR	Gm10	30896728	30896757
BARCSOYSSR_10_0828		potential_SSR	Gm10	30907268	30907337
BARCSOYSSR_10_0829		potential_SSR	Gm10	30928975	30929028
BARCSOYSSR_10_0830		potential_SSR	Gm10	30934640	30934703
BARCSOYSSR_10_0831		potential_SSR	Gm10	30939827	30939890
BARCSOYSSR_10_0832		potential_SSR	Gm10	30987992	30988047
BARCSOYSSR_10_0833		potential_SSR	scaffold_31	285713	285739
BARCSOYSSR_10_0834		potential_SSR	scaffold_31	264952	265019
BARCSOYSSR_10_0835		potential_SSR	scaffold_31	256394	256429
BARCSOYSSR_10_0836		potential_SSR	scaffold_31	198462	198529
BARCSOYSSR_10_0837		potential_SSR	scaffold_31	189531	189588
BARCSOYSSR_10_0838		potential_SSR	scaffold_31	166639	166688
BARCSOYSSR_10_0839		potential_SSR	scaffold_31	163043	163078
BARCSOYSSR_10_0840		potential_SSR	scaffold_31	154153	154218
BARCSOYSSR_10_0841		potential_SSR	scaffold_31	74983	75016
BARCSOYSSR_10_0842		potential_SSR	scaffold_31	73053	73088
BARCSOYSSR_10_0843		potential_SSR	Gm10	31044687	31044744
BARCSOYSSR_10_0844		potential_SSR	Gm10	31044942	31044961
BARCSOYSSR_10_0845		potential_SSR	Gm10	31078001	31078056
BARCSOYSSR_10_0846		potential_SSR	Gm10	31078001	31078030
BARCSOYSSR_10_0847		potential_SSR	Gm10	31102792	31102823
BARCSOYSSR_10_0848		potential_SSR	Gm10	31211808	31211875
BARCSOYSSR_10_0849		potential_SSR	Gm10	31212508	31212531
BARCSOYSSR_10_0850		potential_SSR	Gm10	31231144	31231201
BARCSOYSSR_10_0851		potential_SSR	Gm10	31236721	31236758
BARCSOYSSR_10_0852		potential_SSR	Gm10	31286223	31286246
BARCSOYSSR_10_0853		potential_SSR	Gm10	31296238	31296261
BARCSOYSSR_10_0854		potential_SSR	Gm10	31323719	31323778
BARCSOYSSR_10_0855		potential_SSR	Gm10	31329388	31329457
BARCSOYSSR_10_0856		potential_SSR	Gm10	31342866	31342931
BARCSOYSSR_10_0857		potential_SSR	Gm10	31463160	31463205
BARCSOYSSR_10_0858		potential_SSR	Gm10	31465570	31465625
BARCSOYSSR_10_0859		potential_SSR	Gm10	31527186	31527241
BARCSOYSSR_10_0860		potential_SSR	Gm10	31534432	31534471
BARCSOYSSR_10_0861		potential_SSR	Gm10	31550072	31550093
BARCSOYSSR_10_0862		potential_SSR	Gm10	31551917	31551938
BARCSOYSSR_10_0863		potential_SSR	Gm10	31624014	31624039
BARCSOYSSR_10_0864		potential_SSR	Gm10	31656485	31656538
BARCSOYSSR_10_0865		potential_SSR	Gm10	31668344	31668401
BARCSOYSSR_10_0866		potential_SSR	Gm10	31670282	31670385
BARCSOYSSR_10_0867		potential_SSR	Gm10	31690589	31690636
BARCSOYSSR_10_0868		potential_SSR	Gm10	31712749	31712808
BARCSOYSSR_10_0869		potential_SSR	Gm10	31775546	31775579
BARCSOYSSR_10_0870		potential_SSR	Gm10	31775795	31775828
BARCSOYSSR_10_0871		potential_SSR	Gm10	31906923	31906950
BARCSOYSSR_10_0872		potential_SSR	Gm10	31976866	31976889
BARCSOYSSR_10_0873		potential_SSR	Gm10	31995032	31995099
BARCSOYSSR_10_0874		potential_SSR	Gm10	31996771	31996818
BARCSOYSSR_10_0875		potential_SSR	Gm10	32012685	32012728
BARCSOYSSR_10_0876		potential_SSR	Gm10	32157054	32157101
BARCSOYSSR_10_0877		potential_SSR	Gm10	32193289	32193330
BARCSOYSSR_10_0878		potential_SSR	Gm10	32211029	32211056
BARCSOYSSR_10_0879		potential_SSR	Gm10	32254219	32254282
BARCSOYSSR_10_0880		potential_SSR	Gm10	32260646	32260696
BARCSOYSSR_10_0881		potential_SSR	Gm10	32271103	32271158
BARCSOYSSR_10_0882		potential_SSR	Gm10	32302453	32302472
BARCSOYSSR_10_0883		potential_SSR	Gm10	32319599	32319634
BARCSOYSSR_10_0884		potential_SSR	Gm10	32359855	32359890
BARCSOYSSR_10_0885		potential_SSR	Gm10	32390045	32390086
BARCSOYSSR_10_0886		potential_SSR	Gm10	32576295	32576405
BARCSOYSSR_10_0887		potential_SSR	Gm10	32620218	32620263
BARCSOYSSR_10_0888		potential_SSR	Gm10	32623204	32623225
BARCSOYSSR_10_0889		potential_SSR	Gm10	32640717	32640742
BARCSOYSSR_10_0890		potential_SSR	Gm10	32641217	32641252
BARCSOYSSR_10_0891		potential_SSR	Gm10	32653980	32654025
BARCSOYSSR_10_0892		potential_SSR	Gm10	32654253	32654282
BARCSOYSSR_10_0893		potential_SSR	Gm10	32659941	32659970
BARCSOYSSR_10_0894		potential_SSR	Gm10	32661838	32661903
BARCSOYSSR_10_0895		potential_SSR	Gm10	32665664	32665699
BARCSOYSSR_10_0896		potential_SSR	Gm10	32674754	32674773
BARCSOYSSR_10_0897		potential_SSR	Gm10	32722445	32722500
BARCSOYSSR_10_0898		potential_SSR	Gm10	32726147	32726206
BARCSOYSSR_10_0899		potential_SSR	Gm10	32726444	32726485
BARCSOYSSR_10_0900		potential_SSR	Gm10	32732154	32732191
BARCSOYSSR_10_0901		potential_SSR	Gm10	32756048	32756089
BARCSOYSSR_10_0902		potential_SSR	Gm10	32808093	32808166
BARCSOYSSR_10_0903		potential_SSR	Gm10	32809932	32809955
BARCSOYSSR_10_0904		potential_SSR	Gm10	32843080	32843133
BARCSOYSSR_10_0905		potential_SSR	Gm10	32846274	32846323
BARCSOYSSR_10_0907		potential_SSR	Gm10	33069682	33069788
BARCSOYSSR_10_0908		potential_SSR	Gm10	33083996	33084037
BARCSOYSSR_10_0909		potential_SSR	Gm10	33084482	33084505
BARCSOYSSR_10_0910		potential_SSR	Gm10	33086392	33086457
BARCSOYSSR_10_0911		potential_SSR	Gm10	33086866	33086903
BARCSOYSSR_10_0912		potential_SSR	Gm10	33106545	33106582
BARCSOYSSR_10_0913		potential_SSR	Gm10	33177677	33177736
BARCSOYSSR_10_0914		potential_SSR	Gm10	33192085	33192159
BARCSOYSSR_10_0915		SSR	Gm10	33311073	33311135
BARCSOYSSR_10_0916		potential_SSR	Gm10	33329880	33329907
BARCSOYSSR_10_0917		potential_SSR	Gm10	33465314	33465345
BARCSOYSSR_10_0918		potential_SSR	Gm10	33572130	33572199
BARCSOYSSR_10_0919		potential_SSR	Gm10	33744268	33744317
BARCSOYSSR_10_0920		potential_SSR	Gm10	33768092	33768143
BARCSOYSSR_10_0921		potential_SSR	Gm10	33778391	33778436
BARCSOYSSR_10_0922		potential_SSR	Gm10	33979482	33979545
BARCSOYSSR_10_0923		potential_SSR	Gm10	34132719	34132764
BARCSOYSSR_10_0924		potential_SSR	Gm10	34138666	34138729
BARCSOYSSR_10_0925		potential_SSR	Gm10	34140719	34140782
BARCSOYSSR_10_0926		potential_SSR	Gm10	34166155	34166210
BARCSOYSSR_10_0927		potential_SSR	Gm10	34174192	34174241
BARCSOYSSR_10_0928		potential_SSR	Gm10	34183743	34183768
BARCSOYSSR_10_0929		potential_SSR	Gm10	34189689	34189730
BARCSOYSSR_10_0930		potential_SSR	Gm10	34196677	34196734
BARCSOYSSR_10_0931		potential_SSR	Gm10	34220219	34220238
BARCSOYSSR_10_0932		potential_SSR	Gm10	34221866	34221927
BARCSOYSSR_10_0933		potential_SSR	Gm10	34224114	34224163
BARCSOYSSR_10_0934		potential_SSR	Gm10	34233150	34233193
BARCSOYSSR_10_0935		potential_SSR	Gm10	34235234	34235271
BARCSOYSSR_10_0936		potential_SSR	Gm10	34240423	34240476
BARCSOYSSR_10_0937		potential_SSR	Gm10	34260715	34260742
BARCSOYSSR_10_0938		potential_SSR	Gm10	34304749	34304788
BARCSOYSSR_10_0939		potential_SSR	Gm10	34397238	34397271
BARCSOYSSR_10_0940		potential_SSR	Gm10	34487899	34487918
BARCSOYSSR_10_0941		potential_SSR	Gm10	34491071	34491116
BARCSOYSSR_10_0942		potential_SSR	Gm10	34511280	34511309
BARCSOYSSR_10_0943		potential_SSR	Gm10	34514535	34514580
BARCSOYSSR_10_0945		potential_SSR	Gm10	34675584	34675623
BARCSOYSSR_10_0946		potential_SSR	Gm10	34844790	34844825
BARCSOYSSR_10_0947		potential_SSR	Gm10	34974340	34974393
BARCSOYSSR_10_0948		potential_SSR	Gm10	35040379	35040420
BARCSOYSSR_10_0950		potential_SSR	Gm10	35229694	35229721
BARCSOYSSR_10_0951		potential_SSR	Gm10	35267974	35268041
BARCSOYSSR_10_0952		potential_SSR	Gm10	35298258	35298301
BARCSOYSSR_10_0953		potential_SSR	Gm10	35332237	35332256
BARCSOYSSR_10_0954		potential_SSR	Gm10	35367051	35367074
BARCSOYSSR_10_0955		potential_SSR	Gm10	35406940	35407001
BARCSOYSSR_10_0956		potential_SSR	Gm10	35508786	35508807
BARCSOYSSR_10_0957		potential_SSR	Gm10	35603142	35603161
BARCSOYSSR_10_0958		potential_SSR	Gm10	35649259	35649280
BARCSOYSSR_10_0959		potential_SSR	Gm10	35672850	35672893
BARCSOYSSR_10_0960		potential_SSR	Gm10	35704655	35704694
BARCSOYSSR_10_0961		potential_SSR	Gm10	35720940	35720959
BARCSOYSSR_10_0962		potential_SSR	Gm10	35721066	35721111
BARCSOYSSR_10_0963		potential_SSR	Gm10	35723502	35723531
BARCSOYSSR_10_0964		potential_SSR	Gm10	35725389	35725450
BARCSOYSSR_10_0965		potential_SSR	Gm10	35747792	35747885
BARCSOYSSR_10_0966		potential_SSR	Gm10	35857590	35857643
BARCSOYSSR_10_0967		potential_SSR	Gm10	35870992	35871013
BARCSOYSSR_10_0968		potential_SSR	Gm10	35922534	35922566
BARCSOYSSR_10_0969		potential_SSR	Gm10	35981443	35981524
BARCSOYSSR_10_0970		potential_SSR	Gm10	36024351	36024420
BARCSOYSSR_10_0971		potential_SSR	Gm10	36032666	36032705
BARCSOYSSR_10_0972		SSR	Gm10	36043085	36043144
BARCSOYSSR_10_0973		potential_SSR	Gm10	36043568	36043630
BARCSOYSSR_10_0974		potential_SSR	Gm10	36056389	36056412
BARCSOYSSR_10_0975		potential_SSR	Gm10	36081442	36081463
BARCSOYSSR_10_0976		potential_SSR	Gm10	36083339	36083362
BARCSOYSSR_10_0977		potential_SSR	Gm10	36095174	36095213
BARCSOYSSR_10_0978		SSR	Gm10	36114164	36114220
BARCSOYSSR_10_0979		potential_SSR	Gm10	36261738	36261761
BARCSOYSSR_10_0980		potential_SSR	Gm10	36702732	36702759
BARCSOYSSR_10_0981		potential_SSR	Gm10	36809597	36809634
BARCSOYSSR_10_0982		SSR	Gm10	36986866	36986919
BARCSOYSSR_10_0983		potential_SSR	Gm10	36989361	36989420
BARCSOYSSR_10_0984		potential_SSR	Gm10	36990673	36990702
BARCSOYSSR_10_0985		potential_SSR	Gm10	36991797	36991832
BARCSOYSSR_10_0986		potential_SSR	Gm10	37004935	37004954
BARCSOYSSR_10_0987		potential_SSR	Gm10	37031172	37031197
BARCSOYSSR_10_0988		potential_SSR	Gm10	37100933	37100954
BARCSOYSSR_10_0989		potential_SSR	Gm10	37182272	37182291
BARCSOYSSR_10_0990		potential_SSR	Gm10	37189115	37189136
BARCSOYSSR_10_0991		potential_SSR	Gm10	37190739	37190760
BARCSOYSSR_10_0992		potential_SSR	Gm10	37197650	37197705
BARCSOYSSR_10_0993		potential_SSR	Gm10	37202670	37202697
BARCSOYSSR_10_0994		potential_SSR	Gm10	37214920	37214970
BARCSOYSSR_10_0995		potential_SSR	Gm10	37242399	37242420
BARCSOYSSR_10_0997		potential_SSR	Gm10	37270046	37270077
BARCSOYSSR_10_0998		potential_SSR	Gm10	37275218	37275287
BARCSOYSSR_10_0999		potential_SSR	Gm10	37282794	37282850
BARCSOYSSR_10_1000		potential_SSR	Gm10	37286524	37286561
BARCSOYSSR_10_1001		potential_SSR	Gm10	37318381	37318428
BARCSOYSSR_10_1002		potential_SSR	Gm10	37350207	37350238
BARCSOYSSR_10_1003		potential_SSR	Gm10	37399250	37399287
BARCSOYSSR_10_1004		potential_SSR	Gm10	37427926	37427995
BARCSOYSSR_10_1005		potential_SSR	Gm10	37449898	37449947
BARCSOYSSR_10_1006		potential_SSR	Gm10	37465891	37465920
BARCSOYSSR_10_1007		potential_SSR	Gm10	37488218	37488251
BARCSOYSSR_10_1008		potential_SSR	Gm10	37503883	37503936
BARCSOYSSR_10_1009		potential_SSR	Gm10	37516639	37516688
BARCSOYSSR_10_1010		potential_SSR	Gm10	37517703	37517730
BARCSOYSSR_10_1011		potential_SSR	Gm10	37537741	37537762
BARCSOYSSR_10_1012		potential_SSR	Gm10	37694443	37694510
BARCSOYSSR_10_1013		potential_SSR	Gm10	37711881	37711926
BARCSOYSSR_10_1014		potential_SSR	Gm10	37727017	37727068
BARCSOYSSR_10_1015		potential_SSR	Gm10	37734328	37734397
BARCSOYSSR_10_1016		potential_SSR	Gm10	37738292	37738323
BARCSOYSSR_10_1017		potential_SSR	Gm10	37746375	37746404
BARCSOYSSR_10_1018		potential_SSR	Gm10	37856864	37856890
BARCSOYSSR_10_1019		potential_SSR	Gm10	37910189	37910224
BARCSOYSSR_10_1020		SSR	Gm10	37933489	37933528
BARCSOYSSR_10_1021		potential_SSR	Gm10	37939189	37939250
BARCSOYSSR_10_1022		potential_SSR	Gm10	37943487	37943513
BARCSOYSSR_10_1023		potential_SSR	Gm10	37971336	37971357
BARCSOYSSR_10_1024		potential_SSR	Gm10	37982956	37982983
BARCSOYSSR_10_1025		potential_SSR	Gm10	37995594	37995627
BARCSOYSSR_10_1026		potential_SSR	Gm10	37997177	37997200
BARCSOYSSR_10_1027		potential_SSR	Gm10	38003249	38003302
BARCSOYSSR_10_1028		SSR	Gm10	38033251	38033292
BARCSOYSSR_10_1029		potential_SSR	Gm10	38071860	38071901
BARCSOYSSR_10_1030		potential_SSR	Gm10	38076627	38076646
BARCSOYSSR_10_1031		potential_SSR	Gm10	38093876	38093921
BARCSOYSSR_10_1032		potential_SSR	Gm10	38111036	38111067
BARCSOYSSR_10_1033		potential_SSR	Gm10	38121008	38121077
BARCSOYSSR_10_1034		potential_SSR	Gm10	38149506	38149535
BARCSOYSSR_10_1035		potential_SSR	Gm10	38169677	38169696
BARCSOYSSR_10_1036		potential_SSR	Gm10	38185146	38185178
BARCSOYSSR_10_1037		potential_SSR	Gm10	38188356	38188382
BARCSOYSSR_10_1038		potential_SSR	Gm10	38189837	38189887
BARCSOYSSR_10_1039		potential_SSR	Gm10	38258127	38258146
BARCSOYSSR_10_1040		potential_SSR	Gm10	38261292	38261327
BARCSOYSSR_10_1041		potential_SSR	Gm10	38277294	38277319
BARCSOYSSR_10_1042		potential_SSR	Gm10	38326930	38326961
BARCSOYSSR_10_1043		potential_SSR	Gm10	38370389	38370454
BARCSOYSSR_10_1044		potential_SSR	Gm10	38402118	38402153
BARCSOYSSR_10_1045		potential_SSR	Gm10	38412800	38412833
BARCSOYSSR_10_1046		potential_SSR	Gm10	38429904	38429945
BARCSOYSSR_10_1047		potential_SSR	Gm10	38478242	38478325
BARCSOYSSR_10_1048		potential_SSR	Gm10	38490822	38490887
BARCSOYSSR_10_1049		potential_SSR	Gm10	38492680	38492745
BARCSOYSSR_10_1050		potential_SSR	Gm10	38501197	38501236
BARCSOYSSR_10_1051		potential_SSR	Gm10	38511054	38511075
BARCSOYSSR_10_1052		potential_SSR	Gm10	38547305	38547362
BARCSOYSSR_10_1053		potential_SSR	Gm10	38592848	38592909
BARCSOYSSR_10_1054		potential_SSR	Gm10	38605150	38605221
BARCSOYSSR_10_1055		potential_SSR	Gm10	38648853	38648900
BARCSOYSSR_10_1056		potential_SSR	Gm10	38690126	38690149
BARCSOYSSR_10_1057		potential_SSR	Gm10	38712264	38712319
BARCSOYSSR_10_1058		SSR	Gm10	38715808	38715841
BARCSOYSSR_10_1059		potential_SSR	Gm10	38763890	38763913
BARCSOYSSR_10_1060		potential_SSR	Gm10	38774443	38774484
BARCSOYSSR_10_1061		potential_SSR	Gm10	38778068	38778125
BARCSOYSSR_10_1062		potential_SSR	Gm10	38778664	38778703
BARCSOYSSR_10_1063		potential_SSR	Gm10	38785329	38785370
BARCSOYSSR_10_1064		potential_SSR	Gm10	38790435	38790482
BARCSOYSSR_10_1065		potential_SSR	Gm10	38847679	38847722
BARCSOYSSR_10_1066		potential_SSR	Gm10	38852972	38853021
BARCSOYSSR_10_1068		potential_SSR	Gm10	38870863	38870900
BARCSOYSSR_10_1069		potential_SSR	Gm10	38872353	38872391
BARCSOYSSR_10_1070		potential_SSR	Gm10	38934226	38934263
BARCSOYSSR_10_1071		potential_SSR	Gm10	38939002	38939055
BARCSOYSSR_10_1072		SSR	Gm10	38957079	38957111
BARCSOYSSR_10_1073		potential_SSR	Gm10	38959873	38959920
BARCSOYSSR_10_1074		potential_SSR	Gm10	38979947	38979972
BARCSOYSSR_10_1075		potential_SSR	Gm10	38991184	38991207
BARCSOYSSR_10_1076		potential_SSR	Gm10	39030324	39030343
BARCSOYSSR_10_1077		potential_SSR	Gm10	39033557	39033580
BARCSOYSSR_10_1078		potential_SSR	Gm10	39034267	39034299
BARCSOYSSR_10_1079		potential_SSR	Gm10	39035506	39035563
BARCSOYSSR_10_1080		potential_SSR	Gm10	39045050	39045073
BARCSOYSSR_10_1081		potential_SSR	Gm10	39075603	39075652
BARCSOYSSR_10_1082		potential_SSR	Gm10	39076450	39076479
BARCSOYSSR_10_1083		potential_SSR	Gm10	39090482	39090537
BARCSOYSSR_10_1084		potential_SSR	Gm10	39091510	39091529
BARCSOYSSR_10_1085		potential_SSR	Gm10	39094450	39094519
BARCSOYSSR_10_1086		potential_SSR	Gm10	39107642	39107677
BARCSOYSSR_10_1087		SSR	Gm10	39108309	39108362
BARCSOYSSR_10_1088		potential_SSR	Gm10	39125454	39125521
BARCSOYSSR_10_1089		potential_SSR	Gm10	39160656	39160695
BARCSOYSSR_10_1090		potential_SSR	Gm10	39160982	39161015
BARCSOYSSR_10_1091		potential_SSR	Gm10	39171071	39171126
BARCSOYSSR_10_1092		potential_SSR	Gm10	39173678	39173707
BARCSOYSSR_10_1093		potential_SSR	Gm10	39177124	39177157
BARCSOYSSR_10_1094		potential_SSR	Gm10	39191261	39191320
BARCSOYSSR_10_1095		potential_SSR	Gm10	39205169	39205188
BARCSOYSSR_10_1096		potential_SSR	Gm10	39223579	39223602
BARCSOYSSR_10_1097		potential_SSR	Gm10	39262109	39262152
BARCSOYSSR_10_1098		potential_SSR	Gm10	39282421	39282444
BARCSOYSSR_10_1099		potential_SSR	Gm10	39306326	39306370
BARCSOYSSR_10_1100		potential_SSR	Gm10	39353207	39353238
BARCSOYSSR_10_1101		potential_SSR	Gm10	39355629	39355650
BARCSOYSSR_10_1102		potential_SSR	Gm10	39375134	39375157
BARCSOYSSR_10_1103		potential_SSR	Gm10	39387671	39387728
BARCSOYSSR_10_1104		SSR	Gm10	39392941	39392976
BARCSOYSSR_10_1105		potential_SSR	Gm10	39408080	39408119
BARCSOYSSR_10_1106		potential_SSR	Gm10	39473477	39473508
BARCSOYSSR_10_1107		potential_SSR	Gm10	39474785	39474804
BARCSOYSSR_10_1108		potential_SSR	Gm10	39555624	39555645
BARCSOYSSR_10_1109		potential_SSR	Gm10	39565779	39565822
BARCSOYSSR_10_1110		potential_SSR	Gm10	39589486	39589513
BARCSOYSSR_10_1111		potential_SSR	Gm10	39618003	39618034
BARCSOYSSR_10_1112		potential_SSR	Gm10	39650021	39650040
BARCSOYSSR_10_1113		potential_SSR	Gm10	39658510	39658541
BARCSOYSSR_10_1114		potential_SSR	Gm10	39680419	39680480
BARCSOYSSR_10_1115		potential_SSR	Gm10	39681383	39681432
BARCSOYSSR_10_1116		potential_SSR	Gm10	39695507	39695526
BARCSOYSSR_10_1117		potential_SSR	Gm10	39709702	39709725
BARCSOYSSR_10_1118		potential_SSR	Gm10	39711005	39711094
BARCSOYSSR_10_1119		potential_SSR	Gm10	39719643	39719669
BARCSOYSSR_10_1120		potential_SSR	Gm10	39721994	39722017
BARCSOYSSR_10_1121		potential_SSR	Gm10	39731270	39731291
BARCSOYSSR_10_1122		potential_SSR	Gm10	39766923	39766972
BARCSOYSSR_10_1123		potential_SSR	Gm10	39774442	39774461
BARCSOYSSR_10_1124		potential_SSR	Gm10	39785947	39785984
BARCSOYSSR_10_1125		potential_SSR	Gm10	39819824	39819869
BARCSOYSSR_10_1126		potential_SSR	Gm10	39848180	39848203
BARCSOYSSR_10_1127		potential_SSR	Gm10	39876073	39876136
BARCSOYSSR_10_1128		potential_SSR	Gm10	39877496	39877517
BARCSOYSSR_10_1129		potential_SSR	Gm10	39892274	39892293
BARCSOYSSR_10_1130		potential_SSR	Gm10	39910763	39910806
BARCSOYSSR_10_1131		potential_SSR	Gm10	39952353	39952372
BARCSOYSSR_10_1132		potential_SSR	Gm10	39954275	39954306
BARCSOYSSR_10_1133		potential_SSR	Gm10	39992806	39992825
BARCSOYSSR_10_1134		potential_SSR	Gm10	40000265	40000352
BARCSOYSSR_10_1135		potential_SSR	Gm10	40024594	40024615
BARCSOYSSR_10_1136		potential_SSR	Gm10	40051092	40051111
BARCSOYSSR_10_1137		potential_SSR	Gm10	40179167	40179208
BARCSOYSSR_10_1138		potential_SSR	Gm10	40179717	40179776
BARCSOYSSR_10_1139		potential_SSR	Gm10	40180008	40180061
BARCSOYSSR_10_1140		potential_SSR	Gm10	40180574	40180623
BARCSOYSSR_10_1141		potential_SSR	Gm10	40198082	40198141
BARCSOYSSR_10_1142		potential_SSR	Gm10	40207754	40207799
BARCSOYSSR_10_1143		potential_SSR	Gm10	40234145	40234204
BARCSOYSSR_10_1144		potential_SSR	Gm10	40245647	40245678
BARCSOYSSR_10_1145		potential_SSR	Gm10	40250797	40250850
BARCSOYSSR_10_1146		potential_SSR	Gm10	40254409	40254458
BARCSOYSSR_10_1147		potential_SSR	Gm10	40267423	40267492
BARCSOYSSR_10_1148		SSR	Gm10	40306887	40306919
BARCSOYSSR_10_1149		potential_SSR	Gm10	40322073	40322112
BARCSOYSSR_10_1150		potential_SSR	Gm10	40323431	40323486
BARCSOYSSR_10_1151		potential_SSR	Gm10	40325638	40325659
BARCSOYSSR_10_1152		potential_SSR	Gm10	40337554	40337577
BARCSOYSSR_10_1153		potential_SSR	Gm10	40343755	40343778
BARCSOYSSR_10_1154		potential_SSR	Gm10	40345277	40345332
BARCSOYSSR_10_1155		potential_SSR	Gm10	40374293	40374362
BARCSOYSSR_10_1156		potential_SSR	Gm10	40381618	40381669
BARCSOYSSR_10_1157		potential_SSR	Gm10	40383364	40383385
BARCSOYSSR_10_1158		potential_SSR	Gm10	40448659	40448678
BARCSOYSSR_10_1159		potential_SSR	Gm10	40449831	40449852
BARCSOYSSR_10_1160		potential_SSR	Gm10	40451285	40451352
BARCSOYSSR_10_1161		potential_SSR	Gm10	40451559	40451578
BARCSOYSSR_10_1162		potential_SSR	Gm10	40462869	40462936
BARCSOYSSR_10_1163		potential_SSR	Gm10	40473216	40473247
BARCSOYSSR_10_1164		potential_SSR	Gm10	40473562	40473581
BARCSOYSSR_10_1165		potential_SSR	Gm10	40475837	40475872
BARCSOYSSR_10_1166		potential_SSR	Gm10	40490440	40490481
BARCSOYSSR_10_1167		potential_SSR	Gm10	40495409	40495454
BARCSOYSSR_10_1168		potential_SSR	Gm10	40545525	40545544
BARCSOYSSR_10_1169		potential_SSR	Gm10	40563448	40563481
BARCSOYSSR_10_1170		potential_SSR	Gm10	40564340	40564365
BARCSOYSSR_10_1171		potential_SSR	Gm10	40575386	40575421
BARCSOYSSR_10_1172		potential_SSR	Gm10	40580116	40580173
BARCSOYSSR_10_1173		potential_SSR	Gm10	40586198	40586221
BARCSOYSSR_10_1174		potential_SSR	Gm10	40612348	40612417
BARCSOYSSR_10_1175		potential_SSR	Gm10	40614247	40614266
